mes_ano,dezenas_combinadas,count_combinacao_MMYY
08/2007,11-20|11-20|11-20|21-30|31-40|31-40,1
08/2007,11-20|21-30|21-30|31-40|41-50|41-50,1
08/2007,11-20|21-30|31-40|31-40|51-60|51-60,1
08/2008,1-10|1-10|1-10|1-10|21-30|21-30,1
08/2008,1-10|1-10|21-30|21-30|21-30|31-40,1
08/2008,1-10|11-20|11-20|21-30|21-30|21-30,1
08/2008,1-10|11-20|11-20|31-40|51-60|51-60,1
08/2008,1-10|11-20|21-30|31-40|41-50|51-60,1
08/2008,1-10|11-20|31-40|31-40|51-60|51-60,1
08/2008,1-10|21-30|21-30|21-30|41-50|51-60,1
08/2008,11-20|21-30|31-40|41-50|51-60|51-60,1
08/2008,21-30|31-40|31-40|41-50|51-60|51-60,1
08/2009,1-10|1-10|1-10|11-20|21-30|51-60,1
08/2009,1-10|1-10|1-10|31-40|41-50|51-60,1
08/2009,1-10|11-20|11-20|11-20|41-50|51-60,1
08/2009,1-10|11-20|11-20|31-40|41-50|41-50,1
08/2009,1-10|11-20|21-30|31-40|41-50|51-60,2
08/2009,1-10|11-20|21-30|41-50|51-60|51-60,1
08/2009,11-20|11-20|21-30|21-30|41-50|51-60,1
08/2009,11-20|31-40|31-40|31-40|41-50|51-60,1
08/2010,1-10|1-10|11-20|31-40|31-40|41-50,1
08/2010,1-10|1-10|11-20|41-50|51-60|51-60,1
08/2010,1-10|1-10|21-30|31-40|31-40|51-60,1
08/2010,1-10|1-10|21-30|31-40|41-50|51-60,1
08/2010,1-10|11-20|11-20|21-30|21-30|31-40,1
08/2010,1-10|11-20|11-20|21-30|31-40|31-40,1
08/2010,1-10|11-20|11-20|21-30|41-50|51-60,1
08/2010,1-10|11-20|21-30|31-40|31-40|51-60,1
08/2011,1-10|1-10|11-20|11-20|41-50|51-60,1
08/2011,1-10|1-10|11-20|31-40|51-60|51-60,1
08/2011,1-10|1-10|21-30|21-30|31-40|41-50,1
08/2011,1-10|1-10|21-30|31-40|41-50|41-50,1
08/2011,1-10|1-10|31-40|41-50|41-50|51-60,1
08/2011,1-10|11-20|21-30|21-30|21-30|21-30,1
08/2011,1-10|11-20|21-30|21-30|31-40|31-40,1
08/2011,1-10|11-20|21-30|31-40|41-50|41-50,1
08/2011,1-10|21-30|21-30|31-40|41-50|51-60,1
08/2011,31-40|41-50|41-50|51-60|51-60|51-60,1
08/2012,1-10|1-10|1-10|11-20|21-30|51-60,1
08/2012,1-10|1-10|21-30|31-40|41-50|41-50,1
08/2012,1-10|11-20|11-20|11-20|31-40|41-50,1
08/2012,1-10|11-20|21-30|21-30|31-40|41-50,1
08/2012,1-10|11-20|31-40|41-50|41-50|41-50,1
08/2012,1-10|11-20|41-50|51-60|51-60|51-60,1
08/2012,11-20|11-20|31-40|41-50|51-60|51-60,1
08/2012,11-20|21-30|21-30|41-50|51-60|51-60,1
08/2012,21-30|31-40|31-40|41-50|41-50|51-60,1
08/2012,21-30|31-40|41-50|41-50|41-50|51-60,1
08/2013,1-10|1-10|11-20|21-30|51-60|51-60,1
08/2013,1-10|1-10|21-30|31-40|31-40|51-60,1
08/2013,1-10|1-10|21-30|41-50|41-50|51-60,1
08/2013,1-10|11-20|21-30|41-50|51-60|51-60,1
08/2013,1-10|11-20|31-40|41-50|51-60|51-60,2
08/2013,1-10|21-30|21-30|31-40|41-50|51-60,1
08/2013,1-10|31-40|31-40|31-40|41-50|41-50,1
08/2013,11-20|11-20|11-20|21-30|31-40|31-40,1
08/2013,21-30|21-30|31-40|31-40|41-50|41-50,1
08/2014,1-10|1-10|1-10|21-30|41-50|51-60,1
08/2014,1-10|1-10|11-20|31-40|41-50|51-60,1
08/2014,1-10|1-10|21-30|41-50|41-50|51-60,1
08/2014,1-10|11-20|21-30|31-40|41-50|51-60,1
08/2014,1-10|21-30|31-40|41-50|41-50|51-60,1
08/2014,1-10|21-30|41-50|41-50|41-50|51-60,1
08/2014,11-20|21-30|31-40|31-40|41-50|51-60,1
08/2014,11-20|21-30|31-40|41-50|41-50|51-60,1
08/2014,21-30|21-30|31-40|31-40|41-50|51-60,1
08/2014,31-40|41-50|41-50|41-50|51-60|51-60,1
08/2015,1-10|1-10|1-10|11-20|41-50|41-50,1
08/2015,1-10|1-10|11-20|21-30|41-50|51-60,1
08/2015,1-10|1-10|21-30|31-40|41-50|51-60,1
08/2015,1-10|1-10|41-50|41-50|51-60|51-60,1
08/2015,1-10|11-20|21-30|41-50|41-50|51-60,2
08/2015,1-10|11-20|31-40|31-40|41-50|41-50,1
08/2015,11-20|11-20|21-30|21-30|31-40|41-50,1
08/2015,11-20|11-20|21-30|21-30|41-50|51-60,1
08/2015,21-30|31-40|31-40|41-50|51-60|51-60,1
08/2016,1-10|1-10|11-20|21-30|21-30|51-60,1
08/2016,1-10|1-10|11-20|21-30|31-40|41-50,1
08/2016,1-10|1-10|31-40|31-40|41-50|41-50,1
08/2016,1-10|1-10|41-50|41-50|41-50|51-60,1
08/2016,1-10|11-20|21-30|21-30|31-40|31-40,1
08/2016,1-10|21-30|21-30|21-30|31-40|41-50,1
08/2016,1-10|21-30|21-30|31-40|41-50|51-60,1
08/2016,1-10|31-40|41-50|41-50|51-60|51-60,1
08/2016,11-20|11-20|21-30|41-50|41-50|41-50,1
08/2016,21-30|21-30|31-40|31-40|31-40|41-50,1
08/2017,1-10|1-10|1-10|31-40|41-50|51-60,1
08/2017,1-10|1-10|11-20|21-30|31-40|41-50,1
08/2017,1-10|1-10|11-20|21-30|31-40|51-60,1
08/2017,1-10|11-20|21-30|21-30|21-30|41-50,1
08/2017,1-10|11-20|21-30|31-40|31-40|41-50,1
08/2017,1-10|21-30|21-30|31-40|41-50|51-60,1
08/2017,1-10|21-30|31-40|31-40|31-40|41-50,1
08/2017,11-20|11-20|21-30|21-30|31-40|51-60,1
08/2017,11-20|21-30|21-30|21-30|31-40|41-50,1
08/2017,11-20|21-30|31-40|31-40|41-50|41-50,1
08/2018,1-10|1-10|1-10|31-40|41-50|41-50,1
08/2018,1-10|11-20|11-20|11-20|21-30|51-60,1
08/2018,1-10|11-20|11-20|21-30|31-40|41-50,1
08/2018,1-10|11-20|11-20|21-30|31-40|51-60,1
08/2018,1-10|11-20|31-40|31-40|31-40|41-50,1
08/2018,1-10|11-20|31-40|51-60|51-60|51-60,1
08/2018,1-10|21-30|21-30|31-40|41-50|41-50,1
08/2018,1-10|21-30|21-30|31-40|41-50|51-60,1
08/2018,11-20|11-20|11-20|21-30|51-60|51-60,1
08/2018,21-30|31-40|31-40|31-40|41-50|51-60,1
08/2019,1-10|1-10|11-20|31-40|31-40|41-50,1
08/2019,1-10|11-20|11-20|21-30|21-30|31-40,1
08/2019,1-10|11-20|11-20|31-40|41-50|51-60,1
08/2019,1-10|11-20|21-30|31-40|41-50|51-60,1
08/2019,1-10|11-20|21-30|41-50|41-50|51-60,1
08/2019,1-10|21-30|21-30|31-40|41-50|41-50,1
08/2019,1-10|21-30|31-40|41-50|51-60|51-60,1
08/2019,11-20|21-30|21-30|31-40|41-50|51-60,1
08/2019,11-20|21-30|31-40|41-50|41-50|51-60,1
08/2019,11-20|31-40|41-50|51-60|51-60|51-60,1
08/2020,1-10|1-10|1-10|11-20|31-40|41-50,1
08/2020,1-10|1-10|1-10|21-30|41-50|51-60,1
08/2020,1-10|1-10|1-10|31-40|41-50|41-50,1
08/2020,1-10|1-10|31-40|31-40|31-40|41-50,1
08/2020,1-10|11-20|11-20|31-40|41-50|41-50,1
08/2020,1-10|11-20|11-20|31-40|41-50|51-60,1
08/2020,1-10|11-20|31-40|41-50|51-60|51-60,1
08/2020,1-10|21-30|21-30|41-50|41-50|41-50,1
08/2020,1-10|21-30|31-40|31-40|31-40|51-60,1
08/2020,11-20|21-30|31-40|31-40|31-40|41-50,1
08/2021,1-10|1-10|21-30|31-40|41-50|41-50,1
08/2021,1-10|11-20|11-20|31-40|31-40|31-40,1
08/2021,1-10|11-20|11-20|31-40|31-40|41-50,1
08/2021,1-10|11-20|11-20|31-40|41-50|41-50,1
08/2021,1-10|11-20|21-30|31-40|51-60|51-60,1
08/2021,1-10|11-20|31-40|31-40|41-50|51-60,1
08/2021,1-10|21-30|21-30|21-30|21-30|51-60,1
08/2021,1-10|21-30|21-30|21-30|31-40|51-60,1
08/2021,21-30|31-40|41-50|41-50|51-60|51-60,1
08/2022,1-10|1-10|11-20|31-40|31-40|51-60,1
08/2022,1-10|1-10|11-20|31-40|41-50|41-50,1
08/2022,1-10|1-10|31-40|41-50|41-50|51-60,1
08/2022,1-10|11-20|11-20|41-50|41-50|51-60,1
08/2022,1-10|11-20|21-30|31-40|41-50|51-60,2
08/2022,1-10|31-40|31-40|41-50|51-60|51-60,1
08/2022,11-20|11-20|21-30|31-40|41-50|41-50,1
08/2022,21-30|21-30|21-30|31-40|31-40|41-50,1
08/2022,41-50|41-50|41-50|51-60|51-60|51-60,1
08/2023,1-10|1-10|11-20|11-20|41-50|41-50,1
08/2023,1-10|1-10|11-20|11-20|51-60|51-60,1
08/2023,1-10|1-10|11-20|21-30|21-30|21-30,1
08/2023,1-10|1-10|31-40|41-50|51-60|51-60,1
08/2023,1-10|11-20|11-20|31-40|31-40|51-60,1
08/2023,1-10|11-20|21-30|21-30|41-50|51-60,1
08/2023,1-10|11-20|21-30|31-40|41-50|41-50,1
08/2023,1-10|11-20|31-40|41-50|41-50|41-50,1
08/2023,1-10|31-40|31-40|41-50|41-50|41-50,1
08/2023,1-10|31-40|31-40|41-50|51-60|51-60,1
08/2023,11-20|21-30|31-40|41-50|51-60|51-60,1
08/2024,1-10|1-10|11-20|11-20|41-50|41-50,1
08/2024,1-10|1-10|31-40|31-40|31-40|41-50,1
08/2024,1-10|1-10|31-40|31-40|41-50|51-60,1
08/2024,1-10|11-20|11-20|21-30|31-40|31-40,1
08/2024,1-10|11-20|11-20|31-40|41-50|41-50,1
08/2024,1-10|11-20|21-30|31-40|41-50|41-50,1
08/2024,1-10|11-20|31-40|31-40|41-50|41-50,1
08/2024,1-10|11-20|31-40|41-50|41-50|51-60,1
08/2024,1-10|21-30|31-40|31-40|51-60|51-60,1
08/2024,1-10|21-30|31-40|41-50|41-50|51-60,1
08/2024,11-20|11-20|11-20|41-50|41-50|41-50,1
08/2024,11-20|21-30|41-50|41-50|41-50|51-60,1
08/2024,11-20|31-40|31-40|31-40|41-50|51-60,2
08/2025,1-10|1-10|11-20|11-20|41-50|51-60,1
08/2025,1-10|1-10|21-30|21-30|21-30|51-60,1
08/2025,1-10|11-20|11-20|21-30|41-50|51-60,1
08/2025,1-10|11-20|21-30|31-40|41-50|41-50,1
08/2025,1-10|21-30|21-30|41-50|41-50|41-50,1
08/2025,1-10|21-30|21-30|41-50|41-50|51-60,1
08/2025,1-10|31-40|31-40|41-50|51-60|51-60,1
08/2025,11-20|21-30|21-30|31-40|31-40|41-50,1
08/2025,11-20|21-30|21-30|41-50|41-50|51-60,1
08/2025,11-20|31-40|31-40|31-40|31-40|41-50,1
08/2025,11-20|31-40|31-40|41-50|41-50|41-50,1
08/2025,21-30|31-40|41-50|41-50|51-60|51-60,1
08/2025,31-40|41-50|51-60|51-60|51-60|51-60,1
09/1996,1-10|1-10|11-20|41-50|51-60|51-60,1
09/1996,1-10|1-10|21-30|21-30|51-60|51-60,1
09/1996,1-10|11-20|11-20|21-30|31-40|41-50,1
09/1996,1-10|21-30|41-50|51-60|51-60|51-60,1
09/1996,11-20|11-20|11-20|31-40|41-50|51-60,1
09/1997,1-10|11-20|11-20|21-30|31-40|41-50,1
09/1997,1-10|21-30|41-50|41-50|51-60|51-60,1
09/1997,11-20|11-20|21-30|31-40|51-60|51-60,1
09/1997,21-30|21-30|31-40|31-40|41-50|51-60,1
09/1998,1-10|1-10|11-20|21-30|21-30|41-50,1
09/1998,1-10|1-10|11-20|31-40|31-40|51-60,1
09/1998,1-10|1-10|31-40|41-50|41-50|41-50,1
09/1998,1-10|21-30|31-40|31-40|51-60|51-60,1
09/1999,1-10|1-10|11-20|11-20|31-40|41-50,1
09/1999,1-10|11-20|21-30|31-40|41-50|51-60,1
09/1999,11-20|21-30|21-30|21-30|21-30|51-60,1
09/1999,11-20|21-30|41-50|41-50|51-60|51-60,1
09/2000,1-10|11-20|11-20|31-40|41-50|41-50,1
09/2000,1-10|21-30|21-30|31-40|41-50|51-60,1
09/2000,1-10|21-30|31-40|41-50|41-50|41-50,1
09/2000,1-10|21-30|41-50|51-60|51-60|51-60,1
09/2000,1-10|31-40|31-40|41-50|51-60|51-60,1
09/2001,1-10|1-10|1-10|11-20|21-30|31-40,1
09/2001,1-10|1-10|1-10|31-40|41-50|51-60,1
09/2001,1-10|11-20|21-30|31-40|31-40|41-50,1
09/2001,1-10|11-20|21-30|31-40|41-50|41-50,1
09/2001,1-10|11-20|41-50|41-50|51-60|51-60,1
09/2001,1-10|21-30|21-30|21-30|31-40|51-60,1
09/2001,11-20|21-30|21-30|31-40|41-50|51-60,1
09/2001,21-30|21-30|21-30|31-40|41-50|51-60,1
09/2001,21-30|21-30|21-30|41-50|41-50|51-60,1
09/2002,1-10|1-10|1-10|21-30|31-40|41-50,1
09/2002,1-10|11-20|11-20|11-20|31-40|51-60,1
09/2002,1-10|11-20|21-30|21-30|31-40|31-40,1
09/2002,1-10|11-20|21-30|21-30|51-60|51-60,1
09/2002,1-10|11-20|31-40|31-40|31-40|41-50,1
09/2002,1-10|11-20|31-40|41-50|41-50|41-50,2
09/2002,11-20|11-20|21-30|41-50|51-60|51-60,1
09/2003,1-10|1-10|1-10|11-20|41-50|51-60,1
09/2003,1-10|1-10|21-30|41-50|41-50|51-60,1
09/2003,1-10|11-20|11-20|21-30|41-50|51-60,1
09/2003,1-10|11-20|11-20|31-40|41-50|51-60,1
09/2003,1-10|11-20|21-30|31-40|41-50|51-60,1
09/2003,11-20|11-20|21-30|31-40|41-50|51-60,1
09/2003,21-30|21-30|31-40|31-40|31-40|51-60,1
09/2004,1-10|1-10|1-10|21-30|41-50|51-60,1
09/2004,1-10|1-10|21-30|41-50|41-50|51-60,1
09/2004,1-10|11-20|21-30|21-30|21-30|31-40,1
09/2004,1-10|11-20|21-30|41-50|51-60|51-60,1
09/2004,1-10|11-20|31-40|31-40|41-50|51-60,1
09/2004,1-10|11-20|31-40|41-50|51-60|51-60,1
09/2004,11-20|11-20|21-30|41-50|51-60|51-60,1
09/2004,11-20|11-20|31-40|31-40|31-40|51-60,1
09/2004,21-30|21-30|21-30|31-40|41-50|51-60,1
09/2005,1-10|1-10|11-20|21-30|31-40|31-40,1
09/2005,1-10|11-20|21-30|21-30|41-50|51-60,1
09/2005,1-10|11-20|21-30|31-40|41-50|51-60,1
09/2005,1-10|11-20|31-40|31-40|51-60|51-60,1
09/2005,1-10|11-20|41-50|51-60|51-60|51-60,1
09/2005,11-20|21-30|41-50|41-50|51-60|51-60,1
09/2005,21-30|31-40|31-40|31-40|51-60|51-60,1
09/2006,1-10|1-10|1-10|21-30|21-30|51-60,1
09/2006,1-10|1-10|1-10|21-30|31-40|51-60,1
09/2006,1-10|1-10|11-20|31-40|31-40|51-60,1
09/2006,1-10|11-20|11-20|21-30|41-50|51-60,1
09/2006,1-10|11-20|21-30|31-40|31-40|41-50,1
09/2006,1-10|11-20|41-50|41-50|51-60|51-60,1
09/2006,11-20|11-20|11-20|21-30|41-50|41-50,1
09/2006,11-20|21-30|21-30|21-30|31-40|41-50,1
09/2006,11-20|21-30|31-40|41-50|51-60|51-60,1
09/2007,1-10|1-10|1-10|21-30|41-50|51-60,1
09/2007,1-10|1-10|11-20|11-20|51-60|51-60,1
09/2007,1-10|11-20|11-20|31-40|41-50|51-60,1
09/2007,1-10|11-20|21-30|21-30|31-40|31-40,1
09/2007,1-10|11-20|21-30|31-40|31-40|51-60,1
09/2007,11-20|11-20|31-40|31-40|31-40|51-60,1
09/2007,11-20|11-20|31-40|51-60|51-60|51-60,1
09/2007,11-20|21-30|41-50|51-60|51-60|51-60,1
09/2007,31-40|41-50|41-50|51-60|51-60|51-60,1
09/2008,1-10|1-10|11-20|21-30|21-30|21-30,1
09/2008,1-10|1-10|11-20|31-40|41-50|41-50,1
09/2008,1-10|1-10|11-20|31-40|41-50|51-60,1
09/2008,1-10|1-10|21-30|31-40|31-40|51-60,1
09/2008,1-10|11-20|11-20|31-40|41-50|41-50,1
09/2008,1-10|21-30|31-40|31-40|41-50|51-60,1
09/2008,11-20|11-20|21-30|31-40|51-60|51-60,1
09/2008,21-30|31-40|41-50|41-50|41-50|41-50,1
09/2009,1-10|1-10|11-20|11-20|21-30|51-60,1
09/2009,1-10|1-10|11-20|31-40|51-60|51-60,1
09/2009,1-10|1-10|21-30|31-40|31-40|41-50,1
09/2009,1-10|1-10|21-30|31-40|41-50|51-60,1
09/2009,1-10|1-10|31-40|41-50|41-50|51-60,1
09/2009,1-10|11-20|21-30|21-30|41-50|41-50,1
09/2009,1-10|11-20|21-30|41-50|41-50|51-60,1
09/2009,1-10|11-20|41-50|41-50|41-50|51-60,1
09/2009,1-10|31-40|31-40|41-50|51-60|51-60,1
09/2010,1-10|1-10|1-10|1-10|31-40|31-40,1
09/2010,1-10|1-10|11-20|21-30|21-30|51-60,1
09/2010,1-10|11-20|11-20|21-30|41-50|41-50,1
09/2010,1-10|11-20|21-30|31-40|41-50|51-60,1
09/2010,1-10|11-20|31-40|31-40|41-50|51-60,1
09/2010,1-10|21-30|21-30|31-40|31-40|41-50,1
09/2010,1-10|21-30|21-30|31-40|41-50|41-50,1
09/2010,1-10|21-30|21-30|41-50|41-50|51-60,1
09/2010,1-10|21-30|31-40|31-40|31-40|41-50,1
09/2011,1-10|1-10|11-20|11-20|21-30|51-60,1
09/2011,1-10|11-20|21-30|21-30|31-40|31-40,1
09/2011,1-10|11-20|21-30|31-40|41-50|41-50,1
09/2011,1-10|11-20|21-30|31-40|41-50|51-60,1
09/2011,1-10|21-30|41-50|41-50|51-60|51-60,1
09/2011,1-10|41-50|51-60|51-60|51-60|51-60,1
09/2011,11-20|11-20|11-20|21-30|31-40|41-50,1
09/2011,11-20|21-30|21-30|31-40|41-50|51-60,1
09/2012,1-10|1-10|11-20|11-20|31-40|41-50,1
09/2012,1-10|1-10|11-20|21-30|31-40|51-60,1
09/2012,1-10|1-10|21-30|21-30|21-30|41-50,1
09/2012,1-10|11-20|11-20|21-30|21-30|41-50,1
09/2012,1-10|11-20|11-20|31-40|31-40|51-60,1
09/2012,1-10|11-20|21-30|31-40|31-40|41-50,1
09/2012,1-10|11-20|21-30|31-40|41-50|51-60,1
09/2012,1-10|31-40|41-50|41-50|51-60|51-60,1
09/2012,11-20|31-40|31-40|41-50|51-60|51-60,1
09/2013,1-10|11-20|11-20|11-20|31-40|51-60,1
09/2013,1-10|11-20|21-30|21-30|31-40|41-50,1
09/2013,1-10|11-20|21-30|31-40|41-50|41-50,1
09/2013,1-10|11-20|21-30|31-40|41-50|51-60,1
09/2013,11-20|11-20|11-20|31-40|31-40|41-50,1
09/2013,11-20|11-20|21-30|41-50|41-50|41-50,1
09/2013,11-20|21-30|21-30|31-40|41-50|51-60,1
09/2013,11-20|31-40|31-40|41-50|41-50|41-50,1
09/2014,1-10|1-10|11-20|11-20|31-40|41-50,1
09/2014,1-10|1-10|21-30|31-40|41-50|51-60,1
09/2014,1-10|1-10|21-30|41-50|51-60|51-60,1
09/2014,1-10|1-10|31-40|41-50|41-50|51-60,1
09/2014,1-10|11-20|21-30|21-30|51-60|51-60,1
09/2014,1-10|21-30|21-30|21-30|31-40|51-60,1
09/2014,11-20|21-30|31-40|31-40|41-50|51-60,1
09/2014,11-20|21-30|31-40|31-40|51-60|51-60,1
09/2015,1-10|1-10|11-20|31-40|31-40|41-50,1
09/2015,1-10|1-10|21-30|31-40|31-40|31-40,1
09/2015,1-10|11-20|11-20|21-30|41-50|51-60,1
09/2015,1-10|11-20|11-20|41-50|51-60|51-60,1
09/2015,1-10|11-20|21-30|31-40|41-50|51-60,1
09/2015,1-10|11-20|31-40|31-40|41-50|51-60,1
09/2015,11-20|11-20|11-20|31-40|41-50|41-50,1
09/2015,11-20|11-20|21-30|21-30|21-30|51-60,1
09/2015,11-20|21-30|31-40|41-50|41-50|51-60,1
09/2016,1-10|1-10|1-10|31-40|41-50|51-60,1
09/2016,1-10|1-10|11-20|21-30|31-40|31-40,2
09/2016,1-10|1-10|31-40|31-40|41-50|41-50,1
09/2016,1-10|11-20|11-20|21-30|21-30|51-60,1
09/2016,1-10|21-30|31-40|31-40|41-50|51-60,1
09/2016,11-20|21-30|21-30|31-40|51-60|51-60,1
09/2016,21-30|21-30|21-30|31-40|51-60|51-60,1
09/2016,21-30|21-30|31-40|31-40|41-50|51-60,1
09/2017,1-10|1-10|11-20|21-30|31-40|51-60,1
09/2017,1-10|1-10|41-50|41-50|51-60|51-60,1
09/2017,1-10|11-20|11-20|11-20|51-60|51-60,1
09/2017,1-10|11-20|11-20|31-40|31-40|51-60,1
09/2017,1-10|11-20|11-20|51-60|51-60|51-60,1
09/2017,1-10|11-20|21-30|31-40|41-50|51-60,1
09/2017,1-10|21-30|31-40|31-40|41-50|41-50,1
09/2017,11-20|21-30|31-40|31-40|41-50|51-60,1
09/2017,21-30|21-30|31-40|31-40|41-50|51-60,1
09/2017,31-40|31-40|31-40|41-50|41-50|51-60,1
09/2018,1-10|1-10|11-20|11-20|21-30|41-50,1
09/2018,1-10|1-10|11-20|31-40|51-60|51-60,1
09/2018,1-10|1-10|21-30|31-40|51-60|51-60,1
09/2018,1-10|11-20|11-20|21-30|31-40|31-40,1
09/2018,1-10|11-20|11-20|31-40|51-60|51-60,1
09/2018,1-10|11-20|21-30|31-40|41-50|51-60,1
09/2018,1-10|21-30|31-40|41-50|41-50|41-50,1
09/2018,1-10|21-30|31-40|41-50|51-60|51-60,1
09/2018,11-20|11-20|21-30|31-40|31-40|31-40,1
09/2018,11-20|11-20|31-40|31-40|41-50|41-50,1
09/2019,1-10|1-10|11-20|21-30|31-40|51-60,1
09/2019,1-10|1-10|21-30|21-30|21-30|41-50,1
09/2019,1-10|1-10|21-30|31-40|41-50|51-60,1
09/2019,1-10|11-20|11-20|21-30|21-30|31-40,1
09/2019,1-10|11-20|11-20|21-30|41-50|41-50,2
09/2019,1-10|11-20|21-30|21-30|51-60|51-60,1
09/2019,1-10|11-20|31-40|51-60|51-60|51-60,1
09/2019,11-20|11-20|11-20|21-30|41-50|41-50,1
09/2020,1-10|1-10|11-20|11-20|41-50|41-50,1
09/2020,1-10|1-10|11-20|31-40|41-50|51-60,1
09/2020,1-10|1-10|21-30|21-30|31-40|51-60,1
09/2020,1-10|11-20|21-30|21-30|31-40|41-50,1
09/2020,1-10|21-30|31-40|31-40|41-50|51-60,1
09/2020,11-20|11-20|21-30|31-40|41-50|41-50,1
09/2020,11-20|11-20|31-40|31-40|41-50|51-60,1
09/2020,11-20|21-30|21-30|21-30|41-50|41-50,1
09/2020,11-20|21-30|21-30|51-60|51-60|51-60,1
09/2020,11-20|21-30|31-40|31-40|41-50|51-60,1
09/2021,1-10|1-10|1-10|11-20|21-30|31-40,1
09/2021,1-10|1-10|21-30|31-40|41-50|51-60,1
09/2021,1-10|11-20|21-30|41-50|51-60|51-60,1
09/2021,1-10|11-20|31-40|31-40|41-50|51-60,1
09/2021,1-10|21-30|21-30|31-40|41-50|41-50,1
09/2021,1-10|21-30|21-30|31-40|41-50|51-60,1
09/2021,1-10|21-30|31-40|31-40|41-50|41-50,1
09/2021,1-10|21-30|31-40|41-50|51-60|51-60,1
09/2021,11-20|11-20|31-40|41-50|51-60|51-60,1
09/2021,21-30|31-40|41-50|41-50|51-60|51-60,1
09/2022,1-10|1-10|1-10|11-20|21-30|31-40,1
09/2022,1-10|1-10|11-20|31-40|31-40|51-60,1
09/2022,1-10|1-10|21-30|31-40|31-40|31-40,1
09/2022,1-10|1-10|21-30|31-40|31-40|41-50,1
09/2022,1-10|11-20|21-30|31-40|41-50|41-50,1
09/2022,1-10|11-20|21-30|41-50|51-60|51-60,1
09/2022,1-10|11-20|41-50|51-60|51-60|51-60,1
09/2022,1-10|21-30|21-30|41-50|51-60|51-60,1
09/2022,21-30|21-30|31-40|31-40|51-60|51-60,1
09/2023,1-10|1-10|1-10|31-40|31-40|51-60,1
09/2023,1-10|1-10|11-20|21-30|41-50|41-50,1
09/2023,1-10|1-10|21-30|31-40|51-60|51-60,1
09/2023,1-10|11-20|21-30|31-40|51-60|51-60,1
09/2023,1-10|11-20|31-40|31-40|51-60|51-60,1
09/2023,1-10|11-20|31-40|41-50|41-50|41-50,1
09/2023,1-10|21-30|21-30|31-40|41-50|51-60,2
09/2023,1-10|21-30|31-40|41-50|51-60|51-60,1
09/2023,11-20|11-20|21-30|21-30|31-40|31-40,1
09/2023,11-20|21-30|31-40|31-40|41-50|51-60,1
09/2023,11-20|31-40|31-40|31-40|41-50|41-50,1
09/2024,1-10|1-10|1-10|11-20|41-50|51-60,1
09/2024,1-10|1-10|11-20|21-30|41-50|51-60,1
09/2024,1-10|11-20|11-20|31-40|31-40|41-50,1
09/2024,1-10|11-20|21-30|21-30|31-40|41-50,1
09/2024,1-10|11-20|21-30|31-40|41-50|51-60,1
09/2024,1-10|11-20|21-30|31-40|51-60|51-60,1
09/2024,1-10|11-20|31-40|41-50|51-60|51-60,1
09/2024,11-20|11-20|31-40|41-50|51-60|51-60,1
09/2024,11-20|21-30|31-40|31-40|31-40|51-60,1
09/2024,11-20|31-40|31-40|31-40|41-50|51-60,1
09/2024,21-30|21-30|31-40|41-50|41-50|51-60,1
09/2025,1-10|1-10|11-20|11-20|21-30|21-30,1
09/2025,1-10|11-20|11-20|11-20|21-30|31-40,1
09/2025,1-10|11-20|11-20|11-20|31-40|51-60,1
09/2025,1-10|11-20|11-20|21-30|31-40|41-50,1
09/2025,1-10|11-20|11-20|31-40|51-60|51-60,1
09/2025,1-10|11-20|31-40|41-50|41-50|51-60,1
09/2025,1-10|21-30|21-30|31-40|41-50|51-60,1
09/2025,1-10|21-30|31-40|41-50|51-60|51-60,2
09/2025,11-20|21-30|31-40|31-40|41-50|41-50,1
09/2025,11-20|21-30|31-40|41-50|41-50|51-60,1
09/2025,11-20|21-30|31-40|51-60|51-60|51-60,1
09/2025,21-30|21-30|31-40|51-60|51-60|51-60,1
10/1996,1-10|11-20|31-40|31-40|41-50|41-50,2
10/1996,11-20|11-20|11-20|31-40|51-60|51-60,1
10/1996,11-20|11-20|21-30|41-50|41-50|51-60,1
10/1997,1-10|1-10|1-10|21-30|31-40|31-40,1
10/1997,1-10|11-20|11-20|21-30|41-50|51-60,1
10/1997,1-10|11-20|21-30|31-40|41-50|41-50,1
10/1997,1-10|21-30|21-30|31-40|31-40|51-60,1
10/1998,1-10|11-20|21-30|21-30|41-50|41-50,1
10/1998,1-10|11-20|21-30|31-40|31-40|41-50,1
10/1998,1-10|11-20|21-30|31-40|41-50|51-60,1
10/1998,11-20|11-20|11-20|21-30|21-30|41-50,1
10/1998,21-30|21-30|31-40|31-40|51-60|51-60,1
10/1999,1-10|1-10|1-10|21-30|41-50|51-60,1
10/1999,1-10|1-10|21-30|31-40|31-40|41-50,1
10/1999,1-10|11-20|31-40|31-40|41-50|51-60,1
10/1999,1-10|31-40|41-50|41-50|41-50|51-60,1
10/1999,11-20|21-30|31-40|41-50|41-50|41-50,1
10/2000,1-10|1-10|21-30|21-30|21-30|51-60,1
10/2000,11-20|11-20|11-20|21-30|31-40|41-50,1
10/2000,11-20|31-40|31-40|31-40|51-60|51-60,1
10/2000,21-30|21-30|31-40|41-50|51-60|51-60,1
10/2001,1-10|11-20|11-20|21-30|31-40|41-50,1
10/2001,1-10|11-20|21-30|21-30|31-40|51-60,1
